"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","Y","X2.1","X4.1","X4.2"
-2.46743490713368,-0.358234878064852,-0.313137177635462,0.460998271392884,0.864425780640327,-1.1319461962787,0.0978124524502253,-0.0210663622956941,0.585670414683816,0.085863154305506,0.100702852401405,0,1,0,1
-0.170975922597191,2.73952297350989,0.361099674404504,-1.37710625113247,-0.70771558271963,0.941867884200409,-0.115103276580642,0.123222704905323,-1.43436366576468,-0.0915841054719645,-0.512692473050121,1,1,1,0
0.425223898696577,3.3047893688672,0.572362713683339,-1.17028887216637,-0.656609097898753,0.94252081760507,-0.119376832075823,-0.112642267114391,-0.480082868725232,0.173636637223626,-0.419245895454187,1,0,1,0
0.969157119403058,-0.265613581794734,-0.678878680102236,1.5121561843904,0.500774770155582,-0.115859108799853,0.0011042642751036,-0.185754686972441,0.101389298635049,0.00505305701600121,-0.168810575136909,0,0,0,1
4.67177186743008,0.801673236371346,-1.05067394259335,-1.64534179870642,0.139177181850338,-0.582706987106207,0.00386300146283721,0.0266634509913222,-0.854227332188818,-0.680584161712553,0.0099226984493764,0,1,1,0
-0.0298408538009864,-0.838763658103321,0.856262397160991,0.0629344642476765,1.49514489443904,-0.308665392248431,0.662074401447962,-1.69863736374752,0.846799762389583,-1.90840213800265,1.11659914993817,0,1,0,1
-1.02932588755909,0.748506584243398,-0.106859293594645,-1.63899099440635,-0.276925506143648,0.838935135331624,-0.146479892205337,-0.0925198111016164,-0.0733008910700546,0.0901697274214621,-0.113212229860981,0,0,0,1
1.24580213213375,-0.281679920433614,-0.5774617507198,0.474019716552074,0.604390053857468,-0.667514591779098,0.132210354911722,0.022300470544065,0.503954045879955,0.0255710061014347,0.136044067970749,1,1,0,1
-2.48724459424534,-1.36643552536003,-0.890207948627553,0.0734878726928041,0.551017334786902,-0.858486053105713,0.0237644323584829,0.26174549308579,-0.912845464876877,-0.0478178757304927,0.0954131871346913,0,0,1,0
-0.859743611132899,0.612075806003957,-0.117274883011254,0.969084321426412,0.339872016906296,0.323317869994955,-0.0283871288431035,-0.160393233185903,-0.0517623755591471,0.0123517794702262,-0.0988259755688735,0,1,1,0
0.702780617769441,2.62638705550555,0.111042328407376,-2.24375718454406,-0.348083563249161,-0.0859505653171745,-0.0787634791193346,0.275347714362164,-1.03101547006522,-0.119691807389308,-0.283884999240224,0,0,0,1
5.26782920038465,-2.31691474982597,-1.56682686926098,0.995583434918991,0.762419732464978,0.341837228330052,0.230150217319753,-0.438577312088478,0.0809339269748947,0.0638384101270482,-0.0463277357968031,1,1,1,0
-1.30422336913036,0.954521406905961,-0.0411604058516422,0.739234129783723,0.574937000225487,-0.929012806426902,0.118734640257648,-0.0168410831891313,0.444483348460299,0.0217413636306844,0.0887734889565911,0,0,0,1
-1.18059624761562,-0.745511148481456,0.541280993729926,-1.13515024090304,-0.863173623512647,0.963621602394721,0.685468527062278,-0.413935411886839,0.834565073656739,-0.65227516399273,0.281107254512213,0,1,1,0
2.01716664458802,-1.5335746055788,1.88400427105282,-2.55727918285287,1.57066563016786,-0.104954759932889,0.942463428197889,-3.20170330819593,-0.457411097707064,-4.02203878903477,1.90220889284823,0,0,1,0
-0.353354649188488,-1.3656681391424,2.37258370918888,0.13729020644253,0.983536268437502,-0.208068787952297,0.0804444167166739,6.1661811898162,0.498764816935737,-2.2904520298051,0.295598231934457,0,1,1,0
-1.12839471664663,0.760599741820609,0.329134662633734,1.59890105194578,-0.0951053653362848,0.752845549497748,0.0479024471286005,-0.435896436390777,1.05609834936719,0.150899811555553,0.179962009192687,0,0,0,1
-2.39391159886178,-0.926696291943476,-0.373607510092703,0.73969986102786,-0.000270887466235853,0.689574372776388,-0.0184409005249419,-0.142051194969619,0.0870255834243129,0.00960623255598916,-0.0757815650722317,1,1,1,0
1.00218798251095,3.89499627043264,0.636260542175447,-0.924137717775597,0.0396716350297459,-0.492432486560888,-0.0368358157377813,0.131800758190316,0.301163595814402,-0.144041736888633,0.241637551276991,1,0,1,0
-2.48953039443462,-1.52835724276416,-0.630877477244271,-0.958927690171068,-0.659301334449186,2.13109601549848,-0.216814316979436,0.0292007575627837,-1.05702108708907,-0.0405264676023993,-0.167468477327641,0,1,0,1
-1.78656422295762,-1.26208471927154,0.293742164668052,-1.88880533585542,-0.639465123546228,-0.439864072152114,0.738819921799687,0.737132988399945,0.714221817907081,-0.0898441420295863,-0.149234630993536,0,0,1,0
-2.00156975686754,-0.289528686914852,-0.430895155473689,0.135363611339109,-0.449886994246598,0.839982105181833,-0.121008693178739,0.252821553093314,-1.82749529575322,0.0212227515987874,-0.565905751469534,1,1,1,0
-0.366189734219354,0.0883187973684824,-0.0449464514308011,0.414239066205351,-0.0745027049470524,-0.146451205688434,0.184351777661451,0.146305746863199,0.448201662105486,-0.113605868706667,0.115970941071951,0,0,1,0
0.130530408160509,2.96928128332183,0.383939678941436,1.53470172361441,0.122573425332463,0.0000379926569743783,-0.0298926045711482,0.370625554477051,-1.53938552327109,-0.0319264225521335,-0.172573114459708,1,0,0,1
-3.11741601985665,-2.57077078561676,-0.718892738438355,-0.24088225539796,0.314416004676203,-0.0149192809261636,0.00296572679086435,-0.146183906249891,0.575441699697358,0.0354822617526694,0.193921250754249,0,0,0,1
