"X1","X3","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","Y","X2.1","X4.1","X4.2"
0,0.333333333333333,0.0740740740740741,0.1,0.1,0.1,0.1,0.1,0.1,0.214052396592425,0.10594008017853,0.0675284095868173,0.0961242105973141,0.0888636299337479,0.391622624886268,0.00144353169588073,0.000320863270287814,0.000438673944904802,0.000628019323671498,0,0.00184834123222749,"0",1,0,1
0.0909090909090909,0.333333333333333,0.592592592592593,0.4,0.4,0.4,0.4,0.2,0.2,0.220734116801806,0.117777425261936,0.0778525232600765,0.109549371483703,0.104673590874823,0.403706774573353,0.00297635401212521,0.000987271600885583,0,0.000809983896940419,0.00271084337349398,0,"1",1,1,0
0.025974025974026,0.333333333333333,0.555555555555556,0.3,0.4,0.5,0.4,0.4,0.2,0.233590783126347,0.133118538243434,0.0870910939654721,0.124317634966415,0.119847824965426,0.413880108721599,0.00343425462937524,0,0.00213712947517724,0,0.00225903614457831,0.00177725118483412,"1",0,1,0
0.12987012987013,0,0.0925925925925926,0.2,0.2,0.2,0.2,0.2,0.2,0.355237093297752,0.27500958723304,0.162914361024316,0.194172166398095,0.171436559619363,0.45066763226084,0.00450001831602469,0.00237356547379576,0.00248806863110108,0.00288083735909823,0.00602409638554217,0.004739336492891,"0",0,0,1
0.220779220779221,0.666666666666667,0.407407407407407,0.4,0.4,0.4,0.4,0.2,0.2,0.439406496972185,0.369830017203115,0.26636387836682,0.294806621085244,0.313566444273216,0.537854789550826,0,0.0123408950110698,0,0.0072463768115942,0.0150602409638554,0.0118483412322275,"0",1,1,0
0.0909090909090909,0.333333333333333,0.148148148148148,0.1,0.1,0.1,0.2,0.2,0.2,0.24858231550857,0.103997991686444,0.141538438040044,0.195317322651073,0.204442765445084,0.472160559245084,0,0.0561321495946839,0.00224960997387078,0.00322061191626409,0,0,"0",1,0,1
0.012987012987013,0.333333333333333,0.62962962962963,0.2,0.2,0.2,0.2,0.2,0.2,0.233607461767423,0.130968533854098,0.0872656536386964,0.118272207013752,0.114738711271836,0.410857629827635,0.00147558473908823,0.00103498972826172,0.00141725428353859,0.00112721417069243,0.00301204819277108,0.00497630331753555,"0",0,0,1
0.155844155844156,0.333333333333333,0.111111111111111,0.2,0.2,0.2,0.2,0.2,0.2,0.317128964384686,0.233751372629951,0.160300329917782,0.216713122962802,0.228876644027912,0.490866255597237,0.00453665036540469,0.00287954216924962,0.00332492354138101,0.00518518518518519,0.00933734939759036,0.00792417061611374,"1",1,0,1
0.194805194805195,0.333333333333333,0.166666666666667,0.2,0.2,0,0,0,0,0.278379349276404,0.103997991686444,0.067102920383333,0.0955523656054299,0.0882145894319564,0.391622624886268,0,0,0,0,0,0,"0",0,1,0
0.025974025974026,0,0.222222222222222,0.2,0.2,0.2,0.2,0.2,0.2,0.249255876013548,0.14810542414073,0.100019419763646,0.138546311379862,0.135764295117052,0.391622624886268,0.00206055277762514,0.00189227056836403,0.00169620592029857,0.00161030595813205,0,0,"0",1,1,0
0.051948051948052,0.666666666666667,0.555555555555556,0.4,0.4,0.4,0.4,0.2,0.2,0.255265318690342,0.157215220675773,0.106040637491927,0.146603460688589,0.1485454003831,0.435034001446085,0.00228950308625016,0.00164545266814264,0,0.00322061191626409,0.00602409638554217,0.004739336492891,"0",0,0,1
0.285714285714286,0,0.222222222222222,0.2,0.2,0.2,0.2,0.2,0.2,0.486809760853946,0.439888433869654,0.312653830712029,0.429169666409092,0.290833384646364,0.644576777998291,0.0106290180779164,0.00987271600885583,0.010235725381112,0.00740740740740741,0.0126506024096386,0.00971563981042654,"1",1,1,0
0.051948051948052,0.333333333333333,0.037037037037037,0.2,0.2,0.2,0.2,0.2,0.2,0.254544288206918,0.135830685614222,0.0720233211723428,0.0997942824298427,0.0915430022616565,0.394851522598248,0.00131646427459384,0.000822726334071319,0.000337441496080617,0.000644122383252818,0.00240963855421687,0,"0",0,0,1
0.272727272727273,0.333333333333333,0.518518518518518,0.1,0.1,0.1,0.2,0.2,0.2,0.213127373498922,0.105766046871944,0.0897433100005237,0.123993589471014,0.120801415241135,0.420533944363786,0.00132562228693884,0.017073216884648,0.00118217004126909,0.0114653784219002,0.0449638554216867,0.00278909952606635,"0",1,1,0
